order_id,store_id,to_user_distance,to_user_elevation,total_earning,created_at,taken
14667818,900006489,3.967566557,93.89428711,5500,2017-09-12T21:10:07Z,1
14667676,900014481,1.103527488,19.62255859,3200,2017-09-12T21:12:05Z,0
14667910,900015422,2.22216211,-56.74401855,3200,2017-09-12T21:12:05Z,1
14667935,900015756,1.795064957,16.09973145,3200,2017-09-12T21:12:05Z,0
14667714,900012514,3.285239024,-30.22766113,3200,2017-09-12T21:13:06Z,1
14667952,900013675,1.732105431,-144.8985596,3700,2017-09-12T21:18:06Z,0
14668144,30000286,0.794173916,2.466552734,3700,2017-09-12T21:18:06Z,1
14668377,900002482,0.350122033,5.374633789,3200,2017-09-12T21:25:06Z,1
14668378,900007231,0.345953061,4.372192383,3200,2017-09-12T21:24:04Z,0
14668178,900011227,0.111315634,5.78503418,3200,2017-09-12T21:25:06Z,1
14668286,900012514,0.47729771,31.56054688,3700,2017-09-12T21:29:05Z,1
14668389,900012787,1.53717059,36.50854492,4200,2017-09-12T21:30:04Z,0
14668437,900014506,2.368007458,-73.69714355,3700,2017-09-12T21:32:05Z,1
14668636,900015423,1.168196563,-30.88342285,3700,2017-09-12T21:34:04Z,1
14668742,900006491,0.455972929,23.47424316,3200,2017-09-12T21:37:04Z,1
14668979,30000098,0.457432829,17.52075195,5200,2017-09-12T21:46:04Z,1
14669048,900014724,1.345016096,0.040161133,3200,2017-09-12T21:49:04Z,1
14668850,30000026,0.295964791,-12.3449707,6200,2017-09-12T21:52:03Z,1
14669083,900006489,2.227436459,79.16394043,3200,2017-09-12T21:51:05Z,1
14668843,900014481,1.04150724,107.6533203,3200,2017-09-12T22:01:03Z,1
14669331,900011321,1.977507811,56.62023926,3200,2017-09-12T22:02:03Z,1
14669501,900006491,0.377797382,-19.62011719,3200,2017-09-12T22:09:04Z,1
14669498,900011642,1.401087081,22.20935059,4200,2017-09-12T22:11:03Z,1
14669554,900012148,2.644738387,222.4538574,4500,2017-09-12T22:13:03Z,1
14669360,900004621,0.827798303,-17.51550293,4200,2017-09-12T22:15:03Z,1
14669781,900015414,3.316403761,25.40332031,6900,2017-09-12T22:25:03Z,1
14670211,900006490,2.363019266,-35.06921387,4600,2017-09-12T22:56:03Z,1
14670162,900009689,3.075501076,-2.560180664,4800,2017-09-12T22:52:02Z,0
14670300,900014724,3.265790095,234.6239014,4800,2017-09-12T23:07:02Z,0
14670454,900012438,0.87491193,46.69580078,3700,2017-09-12T23:21:02Z,1
14670517,900013069,0.608274039,5.911010742,6200,2017-09-12T23:37:02Z,1
14670569,900013831,1.026050203,-29.05761719,7200,2017-09-12T23:31:02Z,0
14670994,900009689,2.140513034,-15.86938477,4200,2017-09-13T00:46:02Z,1
14671218,900015309,0.219865019,-17.83325195,6200,2017-09-13T02:40:02Z,1
14672026,900006493,1.982181959,1.325073242,3200,2017-09-13T07:11:02Z,1
14672206,900012861,1.976887689,65.31164551,5200,2017-09-13T07:28:02Z,1
14672059,900008653,1.524807707,-14.96118164,4200,2017-09-13T07:26:02Z,1
14672465,30000253,2.04173682,158.0615234,4200,2017-09-13T07:37:02Z,1
14673504,900015216,2.009798775,52.54943848,4700,2017-09-13T08:30:03Z,0
14673547,900014679,1.785913413,-38.81201172,5200,2017-09-13T08:33:03Z,1
14673609,900015309,0.89703491,31.10681152,3200,2017-09-13T08:35:03Z,1
14673758,900008653,3.818488005,73.69287109,4900,2017-09-13T08:45:03Z,1
14673901,900013355,1.511938171,60.03027344,5500,2017-09-13T08:52:03Z,1
14674195,900016249,2.600910092,51.87255859,4000,2017-09-13T09:07:03Z,1
14674398,30000253,0.608030106,76.29406738,3200,2017-09-13T09:16:04Z,1
14674294,900014905,1.696414044,265.3731689,4600,2017-09-13T09:17:03Z,1
14674624,900014475,1.532222892,27.93310547,4200,2017-09-13T09:27:04Z,1
14674544,30000135,1.104401525,39.58325195,3300,2017-09-13T09:34:03Z,1
14674449,900006877,2.776274535,-23.26647949,4200,2017-09-13T09:34:03Z,1
14674774,30000157,2.604532524,-32.28430176,4700,2017-09-13T09:45:03Z,0
14674927,900008653,1.080607755,17.10620117,3200,2017-09-13T09:47:04Z,1
14675131,900015555,2.265191279,36.94494629,6800,2017-09-13T09:52:03Z,1
14675467,900014511,1.939277069,83.82702637,3200,2017-09-13T10:14:03Z,1
14675858,900006492,3.8268116,52.01489258,5800,2017-09-13T10:26:04Z,1
14675952,30000016,0.895244495,-18.88671875,4200,2017-09-13T10:41:04Z,1
14676195,900011326,2.002344968,18.10522461,3900,2017-09-13T10:49:04Z,1
14676617,30000071,2.202757884,12.17651367,3200,2017-09-13T11:03:04Z,1
14676582,900005882,1.638235095,56.7097168,3200,2017-09-13T11:05:05Z,1
14676912,900003781,0.215157402,24.12280273,5200,2017-09-13T11:14:05Z,1
14676997,900015424,1.702420477,94.01794434,3700,2017-09-13T11:17:04Z,0
14676803,900015422,0.344407607,28.52868652,3200,2017-09-13T11:16:05Z,1
14676662,900004173,2.873453417,-21.72302246,3400,2017-09-13T11:17:04Z,1
14676957,30000159,1.445769488,126.4628906,3700,2017-09-13T11:19:04Z,1
14676663,900014508,1.422287477,14.96472168,3200,2017-09-13T11:21:05Z,1
14677169,30000300,2.952410989,105.010498,4500,2017-09-13T11:22:05Z,1
14677031,900007613,1.212770859,-15.53637695,4200,2017-09-13T11:23:05Z,1
14677244,900010740,1.650403501,-36.90039063,3200,2017-09-13T11:24:05Z,1
14677071,900006246,2.402889961,-132.2873535,5200,2017-09-13T11:24:05Z,1
14677294,900002426,1.956218939,-13.51330566,4200,2017-09-13T11:24:05Z,1
14820106,30000176,0.973213903,-10.95275879,5500,2017-09-15T22:14:47Z,1
14818629,900012602,0.522220939,12.19299316,5500,2017-09-15T22:15:46Z,1
14820627,900011330,0.588414923,104.0561523,4500,2017-09-15T22:16:47Z,0
14820801,900010523,0.29586414,17.58239746,5500,2017-09-15T22:22:47Z,1
14820253,900014481,1.267914946,67.91320801,6500,2017-09-15T22:22:47Z,1
14820671,30000009,1.536887993,246.9421387,5500,2017-09-15T22:23:48Z,1
14819997,900004971,1.852041632,-39.4354248,5500,2017-09-15T22:23:48Z,1
14821077,900006490,1.229946263,5.343261719,4500,2017-09-15T22:28:47Z,1
14821120,900015422,0.420701984,-11.00378418,4500,2017-09-15T22:31:47Z,1
14821185,900006490,0.831170074,-22.1628418,4500,2017-09-15T22:32:47Z,1
14820983,900011642,0.526570928,34.00524902,4500,2017-09-15T22:32:47Z,1
14821091,900012373,0.231519672,-6.268310547,5500,2017-09-15T22:35:47Z,1
14821440,900014724,2.368957742,90.25195313,5600,2017-09-15T22:39:46Z,1
14821461,900002516,0.341427367,34.90588379,5500,2017-09-15T22:40:47Z,1
14821470,900002482,1.472879173,9.587158203,5500,2017-09-15T22:40:47Z,1
14821656,900006490,2.197397007,19.95251465,5500,2017-09-15T22:46:46Z,1
14821591,900015954,2.140328021,23.00463867,5500,2017-09-15T22:46:46Z,1
14821661,900016391,2.569167229,45.69567871,5600,2017-09-15T22:47:46Z,1
14822239,900011641,3.373476333,39.3203125,5200,2017-09-15T23:05:46Z,1
14822245,900003684,2.326376788,66.55224609,5100,2017-09-15T23:05:46Z,1
14822284,900014504,1.251081661,7.930541992,4500,2017-09-15T23:07:45Z,1
14822329,900011642,0.976982551,-15.53649902,6500,2017-09-15T23:08:45Z,1
14822795,900013011,2.01813778,44.55517578,4000,2017-09-15T23:24:45Z,1
14822746,900015420,2.441520352,174.1459961,5600,2017-09-15T23:23:45Z,1
14822778,900011641,1.218097273,36.43933105,5500,2017-09-15T23:24:45Z,1
14822936,900014724,1.388477666,83.90124512,5500,2017-09-15T23:29:46Z,1
14823094,900015423,1.091758874,-3.861938477,4500,2017-09-15T23:36:45Z,1
14822950,900011642,1.35927126,10.33642578,4500,2017-09-15T23:36:45Z,1
14823139,900012438,2.064921929,108.3588867,3900,2017-09-15T23:38:45Z,0
14822928,900015422,3.095370399,163.0629883,8100,2017-09-15T23:39:45Z,1
14823142,900003684,1.014324296,-20.47509766,5500,2017-09-15T23:38:45Z,1
14823239,900005747,1.829491895,115.725708,5500,2017-09-15T23:42:45Z,0
14823167,900004971,3.080990698,42.11804199,5100,2017-09-15T23:45:45Z,1
14823408,900015423,2.127544266,-22.57763672,7000,2017-09-15T23:49:45Z,0
14823213,900004658,0.420391812,14.37304688,4500,2017-09-15T23:52:45Z,0
14823477,900003684,2.971016068,-61.26037598,6200,2017-09-15T23:52:45Z,0
14823876,900006489,3.246159804,46.6229248,6500,2017-09-16T00:16:45Z,1
14823962,900006491,1.577314496,130.3511963,5500,2017-09-16T00:20:44Z,1
14823890,900007653,0.48481924,-27.5357666,4500,2017-09-16T00:23:44Z,1
14824143,30000046,0.700958717,45.93225098,5000,2017-09-16T00:33:44Z,1
14824224,900006491,0.990643601,14.28637695,4500,2017-09-16T00:38:44Z,1
14824434,900003684,2.162772787,4.444091797,5500,2017-09-16T00:57:44Z,1
14824534,900012742,0.128704887,-1.419311523,7000,2017-09-16T01:15:44Z,0
14825767,900006494,3.086370835,96.13232422,7700,2017-09-16T06:16:43Z,1
14826636,900006877,0.230875045,17.94714355,8500,2017-09-16T07:43:44Z,1
14826709,30000007,0.910435625,126.0584717,6700,2017-09-16T07:36:44Z,1
14827029,30000136,2.030044809,159.8243408,6500,2017-09-16T07:53:44Z,1
14827129,30000136,0.370581931,21.05908203,5500,2017-09-16T07:57:44Z,1
14827009,900014681,0.593566676,-9.219360352,5500,2017-09-16T07:57:44Z,1
14827235,900014514,1.225349157,45.25671387,6500,2017-09-16T08:02:44Z,1
14827171,900008653,1.57745732,56.94799805,5500,2017-09-16T07:59:45Z,1
14827526,900006492,1.332728587,-16.11181641,5500,2017-09-16T08:13:45Z,1
14827830,900006494,3.735786234,16.48815918,5800,2017-09-16T08:24:44Z,1
14827918,900014511,1.139356664,-43.46154785,4500,2017-09-16T08:33:45Z,1
14828265,900006494,1.743337738,44.76037598,6500,2017-09-16T08:38:45Z,1
14828066,30000007,2.283901469,68.87414551,9500,2017-09-16T08:42:44Z,1
14828478,30000253,0.714533356,-31.53393555,6500,2017-09-16T08:45:45Z,1
14828830,30000136,0.845936324,-24.13464355,5500,2017-09-16T08:56:45Z,1
14990121,900008437,1.289896826,-47.37561035,6500,2017-09-18T17:28:48Z,0
14989949,900004941,0.44239483,-53.32336426,5500,2017-09-18T17:31:50Z,1
14988971,900015225,2.543719721,-22.09375,6500,2017-09-18T17:16:48Z,0
14990610,900009494,2.508322737,130.5203857,5800,2017-09-18T17:38:48Z,1
14990658,900011744,1.994977859,-28.85144043,9500,2017-09-18T17:38:48Z,1
14991099,900009648,1.730080544,86.38037109,5500,2017-09-18T17:47:50Z,1
14991095,900003714,0.606062092,-24.67248535,5500,2017-09-18T17:47:50Z,1
14990552,900006874,0.60119592,-6.649780273,5500,2017-09-18T17:47:50Z,1
14990107,30000170,2.162401653,22.42480469,6000,2017-09-18T17:48:49Z,0
14991233,30000063,2.175930026,156.487915,6500,2017-09-18T17:49:49Z,1
14991282,900006489,1.033604579,16.96496582,5500,2017-09-18T17:50:49Z,1
14990778,900003714,2.040376695,-57.62487793,5500,2017-09-18T17:51:51Z,1
14991239,900008201,1.985842066,166.6981201,5500,2017-09-18T17:54:50Z,1
14991371,900012456,1.381633599,41.44592285,3500,2017-09-18T17:57:50Z,1
14991450,900010740,1.021280363,-21.34265137,6500,2017-09-18T17:59:51Z,1
14991885,900015402,0.702047891,41.99865723,5500,2017-09-18T18:01:49Z,1
14991854,900003684,0.359393674,40.18127441,8100,2017-09-18T18:01:49Z,1
14992029,900015423,1.456963729,47.69421387,5000,2017-09-18T18:02:50Z,1
14992213,900010559,0.907250534,-40.82214355,5500,2017-09-18T18:06:51Z,1
14992107,900011191,1.617985407,-39.7512207,5500,2017-09-18T18:14:51Z,1
14992807,900013177,2.007714236,159.178833,6500,2017-09-18T18:18:51Z,1
14992957,900008202,1.941457906,2.237060547,4500,2017-09-18T18:18:51Z,1
14993309,900011216,1.52444816,33.1505127,5500,2017-09-18T18:23:49Z,1
14993374,900005727,0.44602162,52.19494629,6000,2017-09-18T18:25:49Z,1
14992928,900013042,1.762270921,182.4571533,6500,2017-09-18T18:29:50Z,1
14993744,900012734,0.525696581,-73.51074219,5500,2017-09-18T18:31:52Z,1
14993687,30000019,0.88541472,87.4152832,6500,2017-09-18T18:35:51Z,1
14994153,900009648,2.349453204,28.00024414,5500,2017-09-18T18:35:51Z,1
14993860,900015798,0.440794808,16.53039551,6500,2017-09-18T18:37:51Z,1
14993450,900014746,0.853678523,-27.43896484,5500,2017-09-18T18:37:51Z,1
14993879,900015477,1.218997932,-37.0065918,5500,2017-09-18T18:38:51Z,1
14994515,30000020,1.983226095,-100.2983398,6500,2017-09-18T18:40:51Z,1
14994173,900007722,1.080722325,5.746582031,4500,2017-09-18T18:41:52Z,1
14994681,900006911,1.08591502,-14.82531738,7500,2017-09-18T18:42:51Z,1
14994846,30000063,0.945369563,-27.85754395,6500,2017-09-18T18:43:51Z,1
15028746,900002516,0.235804126,0.363037109,3200,2017-09-19T14:21:49Z,0
15028731,30000020,1.161530727,-16.08825684,4200,2017-09-19T14:25:50Z,1
15029194,900012792,0.58412336,-41.46801758,3200,2017-09-19T14:27:49Z,1
15029488,900008543,1.034305786,-21.39135742,5500,2017-09-19T14:28:50Z,1
15029547,900010559,0.529734124,-35.37158203,4200,2017-09-19T14:29:50Z,1
15027155,900014679,0.910745815,-26.32775879,5100,2017-09-19T13:52:51Z,0
15029591,900007608,2.156156266,168.1571045,4500,2017-09-19T14:30:49Z,1
15029280,30000308,0.101084494,-4.601318359,3200,2017-09-19T14:35:51Z,1
15030331,900006489,1.471234432,43.8782959,5500,2017-09-19T14:41:49Z,1
15030175,30000301,1.82751633,-206.5842285,4200,2017-09-19T14:43:50Z,1
15029776,900010458,0.793119082,27.05273438,6500,2017-09-19T14:43:50Z,1
15030492,900010735,0.919670476,-48.50683594,3700,2017-09-19T14:44:50Z,1
15029898,30000020,2.314730139,-96.67651367,6600,2017-09-19T14:44:50Z,1
15029944,900005636,0.569336173,-15.54956055,5500,2017-09-19T14:45:51Z,1
15030582,900011330,1.419173587,8.710449219,4200,2017-09-19T14:46:50Z,1
15030041,30000019,2.671733906,-92.29772949,4300,2017-09-19T14:47:51Z,0
15030649,900011744,0.523658157,12.89147949,4500,2017-09-19T14:47:51Z,1
15030049,900012474,0.206327608,-13.48974609,4200,2017-09-19T14:47:51Z,0
15030837,900006491,2.154735288,152.9141846,6000,2017-09-19T14:50:51Z,1
15030801,900014680,1.447639396,98.66931152,5300,2017-09-19T14:50:51Z,1
15031037,30000253,1.361642235,20.86975098,3700,2017-09-19T14:53:49Z,0
15030129,900005727,2.082158552,105.3500977,3200,2017-09-19T14:54:50Z,1
15031038,900011760,1.840584927,110.6083984,6500,2017-09-19T14:54:50Z,1
15030812,830000081,2.293485228,-0.955322266,4200,2017-09-19T14:55:50Z,0
15030311,900005635,1.784272894,-12.20068359,3200,2017-09-19T14:55:50Z,1
15030557,30000019,1.106482103,-62.1036377,4200,2017-09-19T14:55:50Z,1
15030829,900004621,0.8556677,15.06433105,5000,2017-09-19T14:55:50Z,1
15031097,900015423,0.63481577,-20.64660645,4500,2017-09-19T14:56:51Z,1
15031407,900009494,3.218750746,-136.3360596,6400,2017-09-19T15:01:49Z,1
15031402,900009494,1.450999971,288.0187988,5700,2017-09-19T15:01:49Z,0
15031362,900006861,1.552491866,-43.8918457,5500,2017-09-19T15:03:50Z,1
15030416,900003712,0.282849388,-11.9510498,4500,2017-09-19T15:03:50Z,1
15031236,30000322,2.054490193,129.949707,3200,2017-09-19T15:03:50Z,1
15031285,30000308,1.749405146,-11.91967773,3200,2017-09-19T15:03:50Z,1
15031669,900006861,2.788524299,-28.63525391,5900,2017-09-19T15:05:51Z,1
15031721,900005727,0.854103085,-8.946655273,4200,2017-09-19T15:06:50Z,1
15030002,900004089,2.022091101,13.92565918,4500,2017-09-19T15:06:50Z,1
15031724,900005727,1.662254742,133.5966797,3200,2017-09-19T15:06:50Z,1
15031784,900008201,1.15486799,-20.13623047,4500,2017-09-19T15:13:50Z,1
15031340,900008569,1.924669061,-24.76525879,5000,2017-09-19T15:14:49Z,1
15032198,900010254,0.376770953,-10.52685547,6500,2017-09-19T15:15:51Z,1
15032046,900010760,1.657822738,-8.126464844,4200,2017-09-19T15:16:49Z,1
15032314,30000253,1.518097782,124.5322266,4200,2017-09-19T15:17:49Z,0
15032051,900012514,0.941452965,23.21020508,3700,2017-09-19T15:18:49Z,1
15032179,900007197,3.306148186,-257.6602783,4300,2017-09-19T15:20:50Z,0
15032508,900009494,0.880013679,132.8082275,4700,2017-09-19T15:21:49Z,0
15032259,900012602,2.080167969,-31.01342773,6500,2017-09-19T15:26:50Z,1
15032809,900005727,1.882106563,162.2297363,4700,2017-09-19T15:26:50Z,0
15032872,900002700,1.053219818,6.620361328,6500,2017-09-19T15:28:49Z,1
15032900,900006881,2.098211247,-3.517089844,4500,2017-09-19T15:29:50Z,1
15031450,900010567,0.363207126,-9.326293945,4500,2017-09-19T15:29:50Z,1
15032212,900006038,1.364856836,24.41369629,3200,2017-09-19T15:30:50Z,1
15033102,900002150,1.171160673,30.05151367,4700,2017-09-19T15:32:50Z,1
15033268,900005727,0.719821172,69.68444824,4700,2017-09-19T15:36:49Z,0
15033322,30000003,0.721702994,90.03491211,5200,2017-09-19T15:43:49Z,1
15290682,900006491,1.665068653,137.4384766,11550,2017-09-24T03:48:48Z,1
15290712,900006491,1.232935506,32.97961426,8200,2017-09-24T03:55:48Z,1
15290719,900006490,1.85736854,-22.81396484,12200,2017-09-24T04:03:48Z,0
15290830,900006491,3.068097417,111.0102539,9700,2017-09-24T04:23:48Z,1
15290858,900006490,1.369074045,40.1463623,13200,2017-09-24T04:32:47Z,0
15291025,900015414,1.178676557,-13.75598145,6000,2017-09-24T05:33:47Z,0
15291145,900015309,1.61969818,-35.08154297,7500,2017-09-24T06:31:47Z,1
15291647,30000136,1.380774082,172.3428955,8500,2017-09-24T07:21:48Z,1
15291856,900006492,2.58424775,181.4411621,8950,2017-09-24T07:39:48Z,1
15292057,30000136,1.642998314,-74.18103027,6500,2017-09-24T07:57:48Z,1
15292274,30000007,2.511452511,82.81677246,9200,2017-09-24T08:10:48Z,1
15292269,900008653,0.800395602,4.446899414,8000,2017-09-24T08:09:49Z,1
15292036,900006877,0.771368074,44.47961426,5500,2017-09-24T08:11:49Z,1
15292290,900006493,1.524007774,-25.45800781,8500,2017-09-24T08:10:48Z,1
15292048,900006877,1.246741528,-53.08605957,5500,2017-09-24T08:12:49Z,1
15292257,900006894,2.227710459,-57.81738281,8500,2017-09-24T08:15:49Z,1
15292359,900009517,0.600130866,-3.754272461,8500,2017-09-24T08:15:49Z,1
15292813,900006493,2.445403687,1.691040039,9000,2017-09-24T08:35:49Z,1
15292868,900014680,0.843454427,3.627319336,8500,2017-09-24T08:45:49Z,1
15293083,30000136,0.749591488,-16.70141602,7000,2017-09-24T08:49:50Z,1
15292963,900006894,0.970578727,-89.1763916,6500,2017-09-24T08:48:51Z,1
15293161,900014519,0.066041439,2.539672852,7500,2017-09-24T08:53:49Z,0
15293204,900014514,0.614334326,7.819213867,6500,2017-09-24T08:55:49Z,1
15293152,30000322,2.311661631,204.963623,8500,2017-09-24T08:57:50Z,1
15293339,900006894,1.20876131,-82.96337891,8000,2017-09-24T09:00:49Z,1
15293406,900006494,1.417400085,170.8995361,9500,2017-09-24T09:01:49Z,1
15293068,900006877,1.570403037,-172.1499023,7500,2017-09-24T09:03:50Z,1
15293200,900006877,0.618910608,-68.203125,7500,2017-09-24T09:09:49Z,1
15293666,900016069,1.760172658,115.0367432,11000,2017-09-24T09:17:50Z,1
15293800,900016040,0.076266893,2.799926758,7500,2017-09-24T09:17:50Z,1
15293864,900003684,1.561818442,248.1452637,9800,2017-09-24T09:22:51Z,1
15293845,900012310,3.186283255,-20.76599121,16700,2017-09-24T09:25:49Z,1
15294379,900007441,3.527073017,185.2485352,10150,2017-09-24T09:34:50Z,0
15294303,30000136,0.773736288,87.47155762,12500,2017-09-24T09:33:51Z,1
15293776,900006894,0.688468955,-57.77526855,7500,2017-09-24T09:37:50Z,1
15293888,900006877,1.604136103,-22.50866699,8500,2017-09-24T09:38:50Z,1
15294237,900014515,1.6687426,68.15979004,7500,2017-09-24T09:42:50Z,1
15294046,900013764,0.474449166,53.1505127,9500,2017-09-24T09:42:50Z,1
15294674,900006494,1.597506474,40.30615234,8500,2017-09-24T09:43:50Z,1
15326978,900010761,1.710275751,-119.9337158,5000,2017-09-24T17:00:57Z,1
15326479,900012514,0.936008764,40.83410645,5000,2017-09-24T16:57:57Z,1
15326990,900010714,0.41694412,-0.692626953,6500,2017-09-24T17:00:57Z,1
15326970,900011216,1.797533827,13.40551758,6500,2017-09-24T16:59:59Z,1
15324559,900002516,1.507750665,83.69116211,5500,2017-09-24T16:29:59Z,1
15324648,900016209,2.30409076,55.59521484,6500,2017-09-24T16:24:58Z,0
15326261,900010678,0.060605573,-0.870727539,5500,2017-09-24T17:00:57Z,1
15326907,900006881,0.910077491,-10.45202637,4500,2017-09-24T16:59:59Z,1
15326662,900002516,1.323123844,22.5012207,5500,2017-09-24T17:01:59Z,1
15324684,900013024,0.403444241,40.04858398,7500,2017-09-24T16:26:04Z,0
15327054,30000301,2.249875359,-183.3067627,6700,2017-09-24T17:01:59Z,1
15327023,900011642,0.615585078,20.3458252,5000,2017-09-24T17:02:56Z,1
15326815,900014515,3.551566799,21.41125488,7850,2017-09-24T17:02:56Z,1
15325930,900005727,3.334265348,-28.82495117,10000,2017-09-24T17:04:58Z,1
15325920,900006876,2.014692349,100.4396973,9300,2017-09-24T17:06:58Z,1
15327461,30000253,0.692529605,78.32568359,4500,2017-09-24T17:07:58Z,0
15327180,900006876,0.595363652,26.74169922,6500,2017-09-24T17:09:58Z,1
15327706,900003685,0.628523329,2.806274414,4500,2017-09-24T17:10:59Z,1
15327718,900008441,2.273419162,189.3286133,9900,2017-09-24T17:12:00Z,1
15327417,900012790,1.418894109,-16.29199219,5500,2017-09-24T17:12:00Z,1
15327411,900015298,1.700603732,20.17956543,5500,2017-09-24T17:12:00Z,1
15327702,900008996,2.500636655,147.3048096,5500,2017-09-24T17:12:00Z,1
15327875,900002150,0.838261122,69.48339844,6500,2017-09-24T17:12:56Z,1
15327234,900008753,2.540922156,179.4345703,7800,2017-09-24T17:14:59Z,1
15328021,30000253,0.580218133,72.15759277,6500,2017-09-24T17:14:59Z,1
15328020,900009486,0.696575099,26.42724609,4000,2017-09-24T17:16:58Z,1
15325565,30000322,2.526532107,243.9716797,7350,2017-09-24T16:43:57Z,1
15328136,900004941,1.715309171,48.24926758,4500,2017-09-24T17:17:56Z,1
15328182,900009494,1.176771965,-45.68969727,6500,2017-09-24T17:17:56Z,1
15327734,30000322,1.224699365,91.15332031,4500,2017-09-24T17:17:56Z,1
15328266,900008201,0.486620014,-4.78112793,4500,2017-09-24T17:19:58Z,1
15328274,900015406,0.697888359,82.91638184,5000,2017-09-24T17:19:58Z,1
15327642,900004363,1.536739639,-27.79333496,6500,2017-09-24T17:20:56Z,1
15327149,900015225,2.240747127,31.13244629,4800,2017-09-24T17:22:57Z,1
15327824,900005637,1.89652583,-154.1306152,5000,2017-09-24T17:22:57Z,1
15328451,900002516,0.212746654,-13.98400879,5500,2017-09-24T17:22:57Z,1
15328253,900012785,2.205494547,41.17834473,5000,2017-09-24T17:23:56Z,1
15328290,900009677,1.440028394,-4.885864258,5500,2017-09-24T17:24:58Z,1
15328246,900012438,2.179010577,162.4226074,10500,2017-09-24T17:24:58Z,1
15328228,900007661,1.346865999,-2.513916016,4750,2017-09-24T17:24:58Z,0
15328892,900006491,1.005752219,-23.1842041,5500,2017-09-24T17:27:59Z,1
15328237,900007725,1.973118125,257.3797607,5500,2017-09-24T17:28:58Z,1
15329087,900007168,0.691314651,-27.62573242,5500,2017-09-24T17:31:57Z,1
15329187,900014452,1.420376876,93.70214844,4500,2017-09-24T17:32:56Z,1
15328084,900005633,2.131542817,-164.5732422,6500,2017-09-24T17:32:56Z,1
15329237,900008201,1.765674851,141.3450928,5500,2017-09-24T17:32:56Z,0
